%------------------------------------------------------------------------------
% 100 top ranked websites returned by Google search "web" (April 18, 2006)
%------------------------------------------------------------------------------
% Data Mining the Web: Uncovering Patterns in Web Content, Structure, and Usage
% Copyright © by Zdravko Markov, Ph.D., and Daniel T. Larose, Ph.D.
%------------------------------------------------------------------------------
% Only websites with text content between 1K and 10K are included.
% The Weka ARFF string format is used. TFIDF or term count representations can 
% be obtained by using the StringToWordVector filter.
% The class is defined as "prof" for websites used by IT professionals,
% and "info" for websites providing information or direct web services.
%------------------------------------------------------------------------------


@relation top-100-websites

@attribute website_title string
@attribute website_content string
@attribute website_class string


@data
"useit_com Jakob Nielsen on Usability and Web Design", "useit com jakob nielsen usability web designuseit com usable information technology useit com jakob nielsen website permanent content alertbox jakob column web usability shaped pattern reading web content april 17 eyetracking visualizations users read web pages shaped pattern horizontal stripes followed vertical stripe complex pricing april 10 hyped web stories april fix basics march 20 luck user performance march alertbox columns 1995 2006 sign newsletter email new alertbox published reports intranet usability intranet design annual enterprise portals 2nd edition design guidelines intranets return investment usability roi email newsletters commerce 207 design guidelines age groups children teens seniors corporate sites pr ir areas reports usability guidelines film paper prototyping video 32 minute dvd books designing web usability practice simplicity homepage usability 50 websites deconstructed list books jakob nielsen recommended books authors consulting services nielsen norman group offers usability reviews training user testing conference jakob nielsen biography photos papers essays site site graphics copyright reprint rules news usability week 2006 conference london 21 26 san francisco june 19 24 sydney july 16 21 depth training day intensive camp usability practice day immersion tog interaction design new research eyetracking b2b websites day tutorials web usability guidelines intranet usability corporate websites email newsletters wish lists writing web zdnet eye tracking web usability usa today survey offers sneak peek net surfers brains red herring amazon a9 mystery ecommerce guide commerce site design product page businessweek unwieldy web guardian lazy stupid evil design cnn tech cause real estate crash wired websites turn teens usa today study shows teens web savvy parents bbc decade good website design las vegas review journal net guru clocks speed relates tale type shrinking office widening universe cnn searching answers web sydney morning herald key email second grab seattle times timely focused online newsletter valuable relationship builder new york times fav button interface guru amused publish jakob nielsen author web site usability guru cnn investor relations web sites work conversations jakob nielsen podcast builder au developer spotlight jakob nielsen digital web magazine interview dr jakob nielsen usability expert pixelsurgeon jakob nielsen interview director jakob nielsen usability intranets webreference jakob nielsen interview sitepoint interview jakob nielsen ph cio discussion jakob nielsen vincent flanders cio insight time redesign dr jakob nielsen list interviews mail dr jakob nielsen nielsen norman group 48105 warm springs blvd fremont ca 94539 usa contact luice hwang tel 415 682 688 pr agency darcy provo antenna group tel 415 977 1920",prof
"USGS Education", "usgs education usgs home contact usgs search usgs educational resources usgs science education geological survey provides scientific information intended help educate public natural resources natural hazards geospatial data issues affect quality life discover selected online resources including lessons data maps support teaching learning education 12 university level inquiry research new happening educational resources special 1906 san francisco earthquake centennial new maps field trips data sets activities commemorate devastating earthquake century ago usgs polar resources examine usgs research resources support international polar year new earthquake teaching resources new earthquake teaching resources usgs available earthquake science explained short articles students teachers families http pubs usgs gov gip 2006 21 living earthquake country teaching box http www teachingboxes org earthquakes january april 2006 augustine volcano erupting view live webcam discover usgs volcano educational resources news information learn science education activities usgs page information societies state federal government organizations involved earth sciences usgs joins science teachers national convention usgs joined 400 science organizations exhibiting products services national science teachers association nsta national convention april anaheim calif link photographs information usgs educational resources primary grades usgs educational resources secondary grades 12 usgs educational resources undergraduate education usgs resources california education standards 12 website links selected online resources established list science history social science content standards california schoolyard geology activities examples turn schoolyard rich geologic experience gis lab lessons data information using geographic information systems gis spatial analysis education gps class lessons information using global positioning systems gps education usgs publications search atabase 69 usgs maps books publications selected popular usgs websites earthquakes volcanoes landslides tsunamis coastal storms wildfires water resources biology astrogeology paleontology geology national parks map links popular usgs map resources map databases including national map national atlas changing planet think geography just memorizing state capitals usgs resources lessons ll investigating changing planet careers science web resources videos usgs science careers careers opportunities usgs usgs offers student employment opportunities volunteer scientific research addition employment career development usgs eco partnership program student internships information usgs nagt cooperative summer geoscience intership program descriptions usgs nagt projects 2006 usgs mendenhall post doctoral fellowship research program mendenhall program provides opportunity postdoctoral fellows conduct concentrated research association selected members usgs professional staff accessibilityfoiaprivacypolicies notices department interior geological survey url http education usgs gov page contact information usgs education web team page modified 11 april 2006",info
"USPS - The United States Postal Service (U_S_ Postal Service)", "usps united states postal service postal service help sign zip code calculate postage print shipping label schedule pickup locate post office track confirm shipping products services send domestic international packages print online postage print postage labels online using usps click ship authorized provider supplies boxes scales labels merchandise return flexible package return options mailing products services domestic international mailing choices send cards letters flyers use netpost services online fast easy affordable send direct mail resources execute direct mail program send gift card perfect birthdays holidays change address mail premium forwarding service receive mail temporary address hold mail mail held away redelivery service request redelivery missed attempted delivery box rentals mail conveniently post office box usps site search track confirm site map contact forms gov services jobs privacy policy national premier accounts copyright 1999 2006 usps rights reserved terms use fear act eeo data postal inspectors preserving trustinspector general promoting integrity",info
"W3Schools Online Web Tutorials", "w3schools online web tutorials html tutorials learn html learn xhtml learn css learn tcp ip xml tutorials learn xml learn xsl learn xslt learn xsl fo learn xpath learn xquery learn xlink learn xpointer learn dtd learn schema learn xml dom learn xforms learn soap learn wsdl learn rdf learn rss learn wap learn web services browser scripting learn javascript learn html dom learn dhtml learn vbscript learn ajax learn e4x learn wmlscript server scripting learn sql learn asp learn ado learn php net dotnet net microsoft net asp net mobile multimedia learn media learn smil learn svg learn flash web building web building web w3c web browsers web quality web semantic web careers web hosting web certification largest web developer site net web building tutorials free w3schools web building tutorials need basic html xhtml advanced xml sql database multimedia wap select tutorial menu left web building references references cover web building technologies including w3c standards like html xhtml css xml technologies like javascript php asp sql try line examples w3schools thousands cut paste examples line html editor edit examples experiment code line quick easy learning time valuable deliver quick easy learning w3schools study need learn accessible handy format increase necessary number entities required explain william ockham 1285 1349 start does web developer know w3schools answer help professional web developer prepared future beginner web building primer developer web building tutorial internet joke customer want download internet need bigger hard disk download internet w3schools provides material training warrant correctness contents risk using lies entirely user using site agree read accepted terms use privacy policy copyright 1999 2006 refsnes data rights reserved logo courtesy abhijeet mhapsekar site search w3schools w3schools forum references html xhtml css javascript html dom xslt xpath xsl fo wml ascii reference entity reference html color names examples html examples css examples xml examples dom examples wap examples javascript examples dhtml examples vbscript examples asp examples ado examples asp net examples svg examples quizzes html quiz xhtml quiz css quiz xml quiz javascript quiz asp quiz sql quiz certification html certification xml certification asp certification quick starters myfirst html myfirst css myfirst javascript myfirst vbscript validation validate html validate css validate xhtml validate xml validate wml larger text",prof
"Web Accessibility Initiative (WAI) - home page", "web accessibility initiative wai home page skip content change text size colors wai strategies guidelines resources make web accessible people disabilities wai doeswai develops guidelines widely regarded international standard web accessibility support materials help understand implement web accessibility resources international collaboration wai welcomes participation world volunteers review implement promote guidelines dedicated participants working groups site navigationw3c home web accessibility initiative wai home introducing accessibility guidelines techniques managing accessibility evaluating accessibility wai groups wai wai site map help wai site translations rss search web accessibility initiative wai announcements wai web accessibility engineer position open events meetings presentations evaluating accessibility usability testing diverse situations workshop lead shawn henry upa 2006 13 june 2006 denver usa redesigning www w3 org wai tale sites presentation lead shawn henry upa 2006 14 june 2006 denver usa past wai events search presentations w3c team documents progress web content accessibility guidelines working draft 23 november 2005 wcag review authoring tool accessibility guidelines working draft 22 november 2005 atag review evaluation report language earl schema working draft september 2005 earl schema review documents listed wai ig page sidebarthe power web universality access regardless disability essential aspect tim berners lee w3c director inventor world wide webhighlights review updated wcag working drafts web content accessibility guidelines wcag working draft documents published 23 november 2005 review wcag working drafts introduction web content accessibility guidelines wcag working draft documents send comments 21 december 2005 2005 11 25 review updated atag working drafts authoring tool accessibility guidelines atag working draft documents published 22 november 2005 review atag working drafts authoring tool accessibility guidelines overview send comments 21 december 2005 2005 11 25 want know people disabilities use web site ask web accessibility guidelines techniques tools provide basis web accessibility including people disabilities web development process helps understand accessibility leads effective accessibility solutions developed efficiently involving users web accessibility evaluation 2005 11 web accessibility 101 basics wai recently updated introduction web accessibility addresses key issues making web accessible including accessible web essential equal opportunities people disabilities web accessibility benefits older people changing abilities aging web software vital role web accessibility 2005 12 w3c replies single browser bad accessibility w3c responded copyright office notice asking making application work single web browser w3c comments explain requiring use particular software product accessing copyright office services web users disabilities significant disadvantage 2005 business case web accessibility carrots stick developing web accessibility business case organization describes social technical financial legal policy factors relevant developing customized business case web accessibility specific organization 2005 23 finding wai exploring new web site wai new web site carefully designed make easier information making web accessible people disabilities wai web site redesign project lists going development refine markup design features 2005 22 web accessibility fellowship guidelines people know wai web content accessibility guidelines wcag responsibilities web developers making web accessible people disabilities web developers make web accessible web browsers assistive technologies authoring tools vital role web accessibility essential components web accessibility describes roles wai guidelines 2005 22 blogs wikis cms got atag web content created different types tools days web log blog comment features wikis editing web pages content management systems cms mail archivers word processors tool covered wai authoring tool accessibility guidelines atag explain tools help web developers produce accessible web content make tools accessible people disabilities does tool know atag 2005 22 highlights archive wai home page highlights edited shawn lawton henry wai education outreach working group wai team working groups sponsors wai supported department education national institute disability rehabilitation research european commission information society technologies programme canada assistive devices industry office ca fundaci hp ibm microsoft corporation sap verizon foundation wells fargo wai welcomes additional sponsors contributors validation logos document information contacting wai comments web site wai site comments w3 org publicly archived list copyright 1994 2006 w3c mit ercim keio rights reserved w3c liability trademark document use software licensing rules apply interactions site accordance public member privacy statements updated date 2006 31 author shawn",prof
"Web Style Guide, 2nd Edition", "web style guide 2nd edition web style guide 2nd edition patrick lynch sarah horton matter foreword lou rosenfeld preface second edition preface edition chapter process begin planning developing site specification site development process site definition planning information architecture site design site construction site marketing tracking evaluation maintenance references chapter interface design web page design versus conventional document design make web pages freestanding basic interface design user centered design accessibility navigation references chapter site design organizing information chunking information site structure basic information structures creating site diagrams site design themes training teaching continuing education reference entertainment magazine sites news sites commerce site elements home pages menus subsites resource lists related sites pages site guides new pages search features contact information user feedback bibliographies appendixes faq pages custom server error pages internet versus intranet design design standards references chapter page design visual hierarchy consistency page dimensions page length design grids web pages page headers footers page layout layout tables fixed versus flexible uses tables frames general design considerations cross platform issues accessibility references chapter typography characteristics type web content structure visual logic cascading style sheets legibility alignment line length white space typefaces type size case emphasis consistency cross platform issues accessibility type graphics references chapter editorial style organizing prose online style titles subtitles links references chapter graphics characteristics web graphics color displays browser safe colors dithering screen resolution gamma graphics network bandwidth graphic file formats gif files jpeg graphics png graphics imaging strategies summary file formats images screen screen versus printed color artwork complex illustrations photographs diagrams computer screen html graphics accessibility references chapter multimedia applications multimedia web multimedia strategies audio slide shows video animation preparing multimedia processing delivery design multimedia accessibility references matter illustration credits references site help using site feedback copyright information process interface design site design page design typography editorial style graphics multimedia search web web style guide buy web style guide 2nd edition amazon com buy pat lynch new book field guide north atlantic wildlife amazon com buy sarah horton new book access design amazon com print table contentsjump buy web style guide 2nd edition amazon com foreword copyright 2002 lynch horton send questions comments help webstyleguide com updated 12 july 2005home help feedback copyright",prof
"WebCrawler Web Search Home Page", "webcrawler web search home page web images audio video news yellow pages white pages exact phrase advanced preferences make webcrawler homepage featured searches post officesracketeering nasa dartdebt consolidation red paperclipgas savers searchspy submit site tell friend webcrawler tools tips privacy policy terms use contact add webcrawler search site mobile search directory careers press investor relations infospace search network dogpile webcrawler metacrawler infospace infospace search resources search engines yellow pages white pages town directories business categories maps 2006 rights reserved",info
"WebCT_com", "webct com webct campus edition webct vista languages technical solutions professional development hosting services support services webct campus edition webct vista webct support ask dr documentation software downloads license keys case studies exemplary courses webct institutes webct worldwide webct user groups instructors administrators student access codes help powerlinks network powerlinks showcase vista developers network customers partners press events jobs contact advanced search news eventsuniversity johannesburg selects webct vista extend multimodal learning blackboard completes merger webct subscribe webct newsletter webct worldwide visit webct worldwide select location webct worldwide africa asia pacific australia brasil canada caribbean china denmark egypt europe finland france germany hong kong indonesia ireland italy japan latin america mexico middle east netherlands new zealand nigeria north america hub imagesippines russia singapore south korea spain switzerland turkey uk ireland events languages quick linksstudents faculty online workshops online seminars ask dr ce upgrade webct leading provider learning systems educational institutions thousands colleges universities 70 countries worldwide expanding boundaries teaching learning webct learn webct help institution achieve learning limits blackboard contact terms use privacy policy employment accessibility site map",prof
"WebMD - Better Information_ Better Health", "webmd better information better health medscape emdeon business services emdeon practice services webmdapril 18 2006 join sign bookmark page sign webmd newsletters webmd redesign today news homefda newsnewsletters alertsrss news feed health centers homecheck symptomswomen conditionsmen conditionsask expert hometopics zsymptoms ztests zdrugs ztools zvideos healthy living homediet nutritionexercise fitnesshealthy seniorsmen healthwomen healthsexual health health services homefind doctorinsurance guideclinical trialsmedicare benefitssubscription services pregnancy homegetting pregnantpregnancychildren healthask expert boards blogsboards zlive eventswebmd university previous pauseshould ditch diet beauty shop confidential test std smarts desperately seeking sleep 12 health topics diabetes mumps heart disease multiple sclerosis hypertension diet breast cancer cymbalta tendonitis pregnancy prozac lyrica free newsletters choose 30 topics diabetes heart health healthy cooking hypertension expert views coping cough things cause cough colds postnasal drip acid reflux rid pesky cough latest headlines melanoma skin cancer strikes diabetes control benefits surgery wrong site surgery rare chronic stress boost anxiety fda oks new alcoholism treatment safety risks goth youths getting prepped flash insight rss webmd health news webmd magazine tv movie actress geena davis didn discover inner jock 35 50 winning athlete girls advocate symptom checker abdomen arm hand buttocks chest chest eyes ears male groin female pelvis head neck leg foot nose mouth head problems injuries altered level consciousness dizziness fever age younger fever age older headaches head injury age younger head injury age older poisoning scalp problems neck problems injuries coughs neck problems injuries sore throat swallowed objects swollen glands lumps skin misc bites stings skin changes skin wounds injuries eyes burns eye eye injuries eye problems noninjury objects eye pinkeye ears body piercing problems ear canal problems ear problems age 11 younger ear problems age 12 older earwax objects ear ear infection age younger ringing ears tinnitus skin misc bites stings skin changes skin wounds injuries nose nose injuries nosebleeds objects nose stuffy nose sinusitis mouth mouth dental injuries mouth problems swallowed objects toothache gum problems skin misc bites stings blisters body piercing problems facial injuries facial problems poisoning skin changes skin wounds injuries problems injuries problems skin misc bites stings skin changes skin wounds injuries shoulder shoulder problems injuries arm problems injuries arm injuries arm problems elbow elbow problems injuries wrist hand finger hand wrist injuries finger hand wrist problems nail problems injuries skin misc bites stings cold temperature exposure skin changes skin wounds injuries swollen glands lumps abdomen pain age 11 younger pain age 12 older constipation age 11 younger constipation age 12 older diarrhea age 11 younger diarrhea age 12 older gas bloating burping vomiting age younger vomiting age older poisoning skin misc bites stings skin changes skin wounds injuries hip hip problems age 12 older hip problems age 11 younger buttocks problems diaper rash diarrhea age 11 younger diarrhea age 12 older sexually transmitted diseases rectal problems skin misc bites stings skin changes skin wounds injuries calf shin leg injuries leg problems knee knee problems injuries ankle foot toe foot ankle injuries toe foot ankle problems nail problems injuries skin misc bites stings skin changes skin wounds injuries chest breast problems change heartbeat chest pain coughs heartburn hyperventilation breathing problems age 11 younger breathing problems age 12 older skin misc bites stings body piercing problems skin changes skin wounds injuries male reproductive problems blisters sexually transmitted diseases male genital problems problems injuries diaper rash groin problems injuries urinary problems age 11 younger urinary problems age 12 older skin misc bites stings body piercing problems skin changes skin wounds injuries swollen glands lumps chest breast problems change heartbeat chest pain coughs heartburn hyperventilation breathing problems age 11 younger breathing problems age 12 older skin misc bites stings body piercing problems skin changes skin wounds injuries female reproductive problems abnormal vaginal bleeding blisters sexually transmitted diseases menstrual cramps missed irregular periods pregnancy related problems vaginal problems problems injuries diaper rash groin problems injuries urinary problems age 11 younger urinary problems age 12 older skin misc bites stings skin changes skin wounds injuries swollen glands lumps fast silent birth ways stop procrastinating making dinner easier interactive checkups air clean home spot signs skin cancer sleepy day 100 health tools playing ahead indulge little chocolate good dealing anger blow cool complete hot head mad don blow cool cucumber view results sponsored resources webmd health centercancerheart healthchildren healthmen healthdepressionskin beautydiabeteswomen healthdiet nutritionall health centersallergic asthma medicare drug benefitback pain reliefmigraine therapybipolar rx infonighttime gerdcan sleep save rxdepression quizsensitive skin quiza health guides conditions topics symptoms tests drugs tools new videos health services today news doctor symptom checker health care services subscription services webmd news rss newsletters webmd weight loss clinic webmd fertility center webmd health manager webmd terms use privacy policy sponsor policy site map link contact emdeon webmd corporate medscape medicinenet rxlist 2005 2006 webmd rights reserved webmd does provide medical advice diagnosis treatment additional information",info
"Webmonkey The Web Developer's Resource", "webmonkey web developer resource web developer resource nitty gritty ajax adam duvander shows implement ajax drop boxes beginner tutorial need little bit javascript knowledge join ajax revolution 12 apr 2006 monkey bites blog check monkey bites blog hosted friends wired news join webmonkey staff serve fresh piping hot stacks webdev news commentary daily basis effective images dane howard tells changing habits viewfinder result better spontaneous digital photographs excerpted book future memories 10 april 2006 ning new browser based building tool makes developing social web apps incredibly easy ning handles backend dirty work need innovate create paul adams apr 2006 recent articles library authoring html basics tables frames browsers tools stylesheets dhtml xml design site building graphics fonts multimedia audio mp3 shockwave flash video animation business building marketing tracking programming javascript java asp php coldfusion perl cgi backend databases apache xssi unix security networks protocols jobs tips staff hideout link webmonkey latin america webmonkey japan quick reference javascript library html cheatsheet special characters color codes browser chart stylesheets guide unix guide glossary domain registries lycos worldwide copyright 2005 lycos rights reserved lycos registered trademark carnegie mellon university terra lycos help feedback jobs advertise business development use website constitutes acceptance lycos network privacy policy terms conditions error occurred processing directive",prof
"Webopedia Online Computer Dictionary for Computer and Internet Terms and Definitions", "webopedia online computer dictionary computer internet terms definitions small business computing channelview sites ecommerce guide small business computing webopedia winplanet close whitepaper unlock value investments hp integrity essentials simplify environment make organization agile unlock value investments home term day new terms pronunciation new links quick reference did know categories tech support webopedia jobs link advertising submit url suggest term report error developer international internet lists internet news internet resources linux open source personal technology small business windows technology xsp resources search internet com advertise corporate info newsletters tech jobs mail offers commerce partner insurance rates compare prices shirts battery phone systems promote website domain registration promotional pen items new car prices 2007 new cars email marketing promotional products car donations kvm ip online dictionary search engine need computer internet technology definitions understanding tcp enter word definition choose computer category choose categories communications computer industry companies computer science data graphics hardware internet online services mobile computing multimedia networks open source operating systems programming software standards types computers wireless computing world wide web storage resource management srm multimode fiber singlemode fiber snapshot backup newsletter database server local area connections task manager aperi auto puts networking driver seat wi fi fiber optics rolling servers mark cars trends ny auto value priced big screened amd powered notebook averatec favorite brand retail bargain hunters averatec introduced 17 inch widescreen laptop features ranging dual layer dvd rw choice mobile sempron turion 64 power windows xp home professional media center edition threatening link unified threat management security appliance packs huge number features box packs huge price add upgrades subscription fees good thing enter mail address subscribe weekly newsletter receive new information webopedia delivered directly mail box info compare prices computer related including computers desktops digital cameras camcorders april 18 2006 cyberloafing term day newsletter look hot jobs area search 100 listings webopedia jobs feedback raid oem url ssl tcp ip osi model cpu vpn api ip address vga dvi odbc router sdlc did know threatening windows customers squeezed coming going wi fi photo opp jupiterweb networks search jupiterweb jupitermedia corporation divisions jupiterimages andjupiterweb copyright 2006 jupitermedia corporation rights reserved legal notices licensing reprints permissions privacy policy jupitermedia corporate info newsletters tech jobs shopping mail offers",prof
"Webshots - Photo Sharing, Free Wallpaper and Free Screensavers", "webshots photo sharing free wallpaper free screensavers download webshots free help free sign login new webshots sign quick tour photo search 306 762 236 photos advanced search today popular searches rainbows rivers wildlife sharks browse photos community college entertainment family friends fun hobbies interests holidays pets scenery nature sports travel world travel destinations photo day featured member staff picks downloads new member photos gallery animals cats digital art dogs fine art flowers gardens holidays military nature scenes ocean life people space specialty sports travel vehicles rated editor picks downloads highest rated discussed new gallery photos best selling communitygo community editor picks april 17view archive bel paese beautiful country discover italy charms simple interplay window bougainvillea stunning views lake como terrytigger topic italy end rainbow discover treasures utah rugged mountains painted rocks verdant valleys pristine rivers great salt lake loriarnold101 topic scenery nature animality compare strange flamboyant beauty pink flamingos familiar facial expressions curious contemplative gorillas sahmay topic wildlife photo day travel reflections reflections member lcmcgil featured member walk garden tanaka62 editor collection view submissions rv hit road sweepstakes popular uploads week april 16 baseball easter wildlife cityscapes interests photosgo photos share photos online upload share photos member homepage stats views downloads bulky email attachments free sign started gallerygo gallery new daily photos april 17view archive new spring photos cd popular week gallery photos sunrises wildflowers ocean life islands browse new webshots blogapril launched webshots college live special section webshots students rest sorry voyeurism april member homepage albums ve things album listing member homepage years seeing featured photo ecardsend photo webshots photo ecard send today ecard ecards fun useful stuff tech news headlines news com updated mon 17 apr 2006 23 20 pdt video toshiba market hd 1a video live animations geophysicist creations great quake 1906 high court skips falwell web site case video podcast steve jobs left woz hanging video scientists advice don wait act video geological survey look danger video huge temblor gave rise modern seismology google sony team da vinci code promotion real id rebellion kaboodle gets funding video opposition real id act fun games play today jigsaw puzzle fun games free game downloads download com day history view archive 1194 richard lionhearted returned england 1861 virginia eighth state secede union 1964 ford motor company unveiled new mustang model free downloads day download com iconix email id icon indicates real messages inbox numara track gain control assets increase end user satisfaction productivity webshots media center daily thought view archive man born live prepare live boris pasternak email today daily thought send ecard horoscopes monday april 17 2006 customize personal horoscopes select customize right webshots webshots tour feedback affiliates advertise mobile rss api blog featured link webshots spring photo collection cd bnet cnet com cnet channel cnet download com cnet news com cnet reviews cnet shopper com gamespot international media mp3 com mysimon release search com techrepublic tv com zdnet privacy policy terms use cnet networks jobs",info
"Welcome to the official web site of the British Monarchy", "welcome official web site british monarchy welcome official web site british monarchy dating centuries monarchy plays important role uk commonwealth web site provides information work queen modern society biographies royal family history kings queens ages background royal residences art collections coverage recent royal events 80 facts queen audiences astronauts corgis crown jewels buckingham palace released 80 facts celebrate queen 80th birthday news magazine royal engagements diary children literature day buckingham palace jobs royal household royal archives media centre 80th birthday site downloadable images birthday web site visit special section site devoted celebrating queen life times royal maundy service queen distributes coins local pensioners guildford royal diary members royal family visiting region searchable diary",info
"Welcome to the White House", "welcome white house issues budget management education energy health care homeland security hurricane recovery immigration jobs economy medicare national security pandemic flu patriot act renewal iraq social security issues news current news press briefings proclamations executive orders radio rss feeds major speeches state union war terror economy gulf coast rebuilding interact ask white house white house interactive government president cabinet usa freedom corps faith based community omb nsc offices appointments nominations application april 17 2006 updated 51 edt president participates roundtable taxes economy president bush monday said tax relief helped small businesses lot small businesses create thirds new jobs america wonder job base expanding help small business owner tax relief helping create employment seeing country focus jobs economy press briefing scott mcclellan watch monday press briefing white house press secretary scott mcclellan president radio address weekly radio address president bush said economy prospers americans like make decisions spend save invest money tax relief passed cut taxes pays income taxes keeping taxes low adopting sound policies help workers compete businesses grow expand economy moving forward extend prosperity hope country audio focus jobs economy 2006 easter egg roll discussed sara armstrong director white house visitor office discussed 2006 white house easter egg roll thursday read transcript president bush addresses small business week conference president bush thursday said great thing entrepreneur small business sector economy provide great steam strength growth economy today want talk small business owner cornerstone pro growth economic policies intend make sure environment taking risk strong viable country fact sheet president small business agenda helping entrepreneurs prosper focus small business mrs laura bush reads story children attending 2006 white house easter egg roll monday april 17 2006 south lawn white house white house photo shealah craighead historic tradition annual white house easter egg roll held monday april 17 2006 south lawn click experience historical tradition ongoing 1878 discuss tax relief john snow secretary treasury discuss tax day tax relief strong economy tuesday pm et submit question medicare benefits wednesday president bush traveled annandale virginia discuss medicare drug prescription benefit helping seniors receive drugs need reduced costs click learn washington post reckless reporting wmd claims despite democrat claims president bush policies growing economy immigration reform president bush committed comprehensive immigration reform secures america borders improves enforcement immigration laws upholds values click learn president vice president lady mrs cheney news policies history tours kids government appointments jobs contact text accessibility search privacy policy help",info
"Welcome to TicketWeb!", "welcome ticketweb account order status help desk shopping cart ticketweb uk ticketweb canada sell tickets client log search tickets browse tickets select region alabama alaska arizona arkansas california northern california southern colorado connecticut delaware district columbia florida georgia hawaii idaho northern idaho southern illinois indiana daylight savings indiana daylight savings iowa kansas kentucky louisiana maine maryland massachusetts michigan minnesota mississippi missouri montana nebraska nevada new hampshire new jersey new mexico new york city new york state north carolina north dakota ohio oklahoma oregon pennsylvania rhode island south carolina south dakota tennessee eastern tennessee western texas utah vermont virginia washington west virginia wisconsin wyoming alberta british columbia manitoba new brunswick newfoundland northwest territories nova scotia nunavut ontario prince edward island quebec saskatchewan yukon aruba bermuda british west indies caribbean puerto rico virgin islands denmark europe eastern europe western finland germany ireland norway sweden switzerland baja california mexico tijuana american samoa brazil costa rica guam japan marshall islands micronesia northern mariana islands palau select genre preference concerts cappella acid jazz alternative indie bluegrass cajun zydeco celtic classical comedy country dance electronic dancehall dub folk funk soul gospel hard rock metal jam band jazz blues latin new age spiritual oldies punk urban soul rap hip hop reggae rock pop rockabilly singer songwriters swing world music concerts sports baseball basketball bowling boxing competitions field sports football golf hockey motor sports rodeo soccer tennis volleyball wrestling sports arts theater ballet dance broadway cabaret dinner theater film film imax museums exhibits musicals broadway opera plays poetry spoken word arts theater family children theater music circus fairs festivals family attractions ice shows magic shows ski passes family miscellaneous auction casino charity cruise sightseeing cultural event expo convention lesbian gay literary reading seminar lecture singles special event specialty food tourist attraction miscellaneous select dates today weekend weekend days 30 days featured upcoming events spotlight inch nails plus bauhaus 28 pm mdt idaho center amphitheater nampa id black crowes 17 pm edt magic city music hall johnson city ny doobie brothers 26 pm cdt morton meyerson symphony center dallas tx dinosaur jr 18 pm pdt wow hall eugene 23rd annual international beer festival 29 pm pdt fort mason center festival pavilion san francisco ca doubletake monet lichtenstein experience music project seattle wa wilco 22 pm edt william mary hall williamsburg va miami gay lesbian film festival various venues miami fl april 21 30 2006 sell tickets sign ticketalert world powerful online marketing network work phone orders welcome customized weekly events calendar happening home search ticketweb order status help desk shopping cart privacy policy 2006 ticketweb rights reserved partner sites citysearch classicvacations com condosaver com entertainment com evite expedia gifts com hotels com hotwire hsn improvementscatalog com lendingtree livedaily match com realestate com reserveamerica ticketmaster tripadvisor zerodegrees",info
"Welcome! - The Apache Software Foundation", "welcome apache software foundation apache projects http server ant apr beehive cocoon db directory excalibur forrest geronimo gump ibatis incubator jackrabbit jakarta james lenya logging lucene maven myfaces perl portals spamassassin struts tcl tomcat web services xml xmlbeans xml graphics apache wide conferences foundation infrastructure jcp sister projects bookstore planetapache php module registry apache ssl mod ssl welcome apache software foundation provides support apache community open source software projects apache projects characterized collaborative consensus based development process open pragmatic software license desire create high quality software leads way field consider simply group projects sharing server community developers users support apache software foundation invited participate apache software foundation membership consists individuals demonstrated commitment collaborative open source software development sustained participation contributions foundation projects course contribute foundation ways buy apache geardonate old cardonate paypalsupport faq latest news like news announcements foundation projects subscribe new apache announcements list projects apache org open wondered idea different projects apache software foundation umbrella interesting hours spent browsing project websites interesting gems alternative happy introduce projects apache org website site contains catalog apache projects resources provide comprehensive project missing ask listed papers apachecon europe 2006 apachecon europe 2006 held burlington hotel dublin ireland june 26 30 2006 papers open march 27 links apache people inde apache literature foundation faq licenses public records donations thanks contact news conferences events works introduction meritocracy structure roles collaboration infrastructure incubator entities glossary voting involved mailing lists version control developer info download mirror search apache org copyright 1999 2005 apache software foundation licensed apache license version",prof
